age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annees_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,revenu_par_annee_exp,satisfaction_moyenne,hs_et_bas_salaire,ratio_anciennete_promotion,ratio_poste_entreprise,exp_par_age,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Autre,poste_Cadre Commercial,poste_Consultant,poste_Représentant Commercial,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Transformation Digitale
21,2174,1,3,3,2,0,3,1,1,2,1,2,1,2,2,3,3,3,1,11.0,543.5,2.25,1,1.5,0.5,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0
36,6653,4,7,1,0,0,6,1,5,0,0,0,4,3,4,2,3,3,0,15.0,831.625,3.25,0,1.0,0.0,0.2222222222222222,0,0,0,0,0,1,0,0,0,0,1
36,9699,4,16,13,9,1,2,3,4,2,1,12,1,2,4,1,3,3,0,11.0,570.5294117647059,2.25,0,6.5,0.6428571428571429,0.2222222222222222,0,1,0,0,0,1,0,0,0,0,1
57,6755,2,15,3,2,0,2,1,4,1,1,2,4,3,3,3,3,3,0,11.0,422.1875,3.25,0,1.5,0.5,0.05128205128205128,0,1,1,0,1,0,0,0,0,0,1
40,2213,3,10,7,7,1,3,10,4,1,1,7,4,4,3,3,3,3,1,13.0,201.1818181818182,3.25,1,3.5,0.875,0.13636363636363635,0,1,1,0,0,0,1,0,1,0,0
21,2610,1,3,3,2,0,3,9,2,0,2,2,1,3,4,3,2,4,0,24.0,652.5,2.5,0,1.0,0.5,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,1
33,2851,1,1,1,0,0,2,5,3,1,0,0,4,3,3,2,3,3,1,13.0,1425.5,3.0,1,1.0,0.0,0.06666666666666667,0,0,0,0,0,0,0,1,0,1,0
37,3452,6,17,5,4,1,3,10,3,1,0,3,3,3,1,2,3,4,0,20.0,191.77777777777777,2.25,0,5.0,0.6666666666666666,0.3157894736842105,0,1,1,0,0,0,1,0,0,0,1
46,5258,2,7,1,0,0,2,7,4,0,0,0,3,3,3,3,4,3,0,14.0,657.25,3.25,0,1.0,0.0,0.07142857142857142,0,1,1,0,1,0,0,0,0,0,1
41,9355,1,8,8,7,0,5,4,3,2,7,7,1,3,2,3,3,3,0,18.0,1039.4444444444443,2.25,0,1.0,0.7777777777777778,0.043478260869565216,0,0,0,0,0,1,0,0,0,1,0
50,10496,6,20,4,3,0,2,10,3,1,1,3,4,2,4,4,3,3,0,15.0,499.8095238095238,3.75,0,2.0,0.6,0.1875,0,0,1,0,1,0,0,0,0,0,0
40,6380,2,8,6,4,2,6,22,2,1,1,0,3,2,3,1,3,3,1,12.0,708.8888888888889,2.5,0,3.0,0.5714285714285714,0.09090909090909091,0,1,0,0,0,1,0,0,0,1,0
31,2657,0,3,2,2,0,5,9,4,1,2,2,3,2,2,4,3,3,1,16.0,664.25,3.0,1,0.6666666666666666,0.6666666666666666,0.0,0,0,1,0,0,0,0,0,1,0,0
21,2716,1,1,1,0,0,0,12,3,1,0,0,3,4,2,4,3,3,0,15.0,1358.0,3.0,0,1.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,1,0,0
29,2201,9,6,3,2,0,4,23,3,1,1,2,4,3,4,4,3,3,0,16.0,314.42857142857144,3.75,0,1.5,0.5,0.8181818181818182,0,0,1,0,0,0,0,0,1,0,0
35,6540,9,10,1,1,0,5,9,4,1,0,0,3,2,2,3,3,3,0,19.0,594.5454545454545,2.75,0,1.0,0.5,0.5294117647058824,0,0,1,0,1,0,0,0,1,0,0
27,3816,1,5,5,2,1,2,1,2,1,0,4,4,3,2,2,3,3,0,11.0,636.0,2.75,0,5.0,0.3333333333333333,0.1111111111111111,1,0,1,0,0,0,1,0,0,0,1
28,5253,1,7,7,5,0,1,9,4,1,0,7,2,3,4,4,3,3,0,16.0,656.625,3.25,0,7.0,0.625,0.1,0,0,0,0,0,1,0,0,1,0,0
49,10965,8,26,5,2,0,2,7,3,1,0,0,2,2,3,3,3,4,0,24.0,406.1111111111111,2.75,0,5.0,0.3333333333333333,0.25806451612903225,0,0,1,0,1,0,0,0,0,0,0
51,4936,4,18,7,7,1,2,14,2,1,0,7,3,3,4,3,2,3,0,11.0,259.7894736842105,3.0,0,7.0,0.875,0.12121212121212122,0,1,0,0,0,1,0,0,1,0,0
36,2543,4,6,2,2,1,3,2,3,1,2,2,4,3,3,2,3,3,0,13.0,363.2857142857143,3.0,0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0,1,1,0,0,0,0,0,1,0,0
34,5304,8,9,5,2,0,3,19,3,0,0,4,1,4,4,2,2,3,1,13.0,530.4,2.25,0,5.0,0.3333333333333333,0.5,0,0,0,0,0,1,0,0,0,1,0
55,16659,2,30,5,4,0,2,2,3,1,1,2,3,3,4,3,3,3,1,13.0,537.3870967741935,3.25,0,2.5,0.6666666666666666,0.05405405405405406,0,0,1,0,1,0,0,0,1,0,0
24,4260,1,5,5,2,1,2,10,4,1,0,3,4,3,3,4,4,3,1,12.0,710.0,3.75,1,5.0,0.3333333333333333,0.16666666666666666,1,0,0,0,0,1,0,0,0,1,0
30,2476,1,1,1,0,1,3,2,1,1,0,0,3,3,2,1,3,3,0,18.0,1238.0,2.25,0,1.0,0.0,0.08333333333333333,0,1,0,0,0,0,0,1,0,0,0
26,3102,0,7,6,4,0,2,3,1,2,0,4,3,3,1,3,3,4,0,22.0,387.75,2.5,0,6.0,0.5714285714285714,0.0,0,0,1,0,0,0,0,0,0,0,0
22,2244,1,2,2,1,1,1,11,3,1,1,2,1,3,2,4,3,3,0,13.0,748.0,2.5,0,1.0,0.3333333333333333,0.25,0,1,1,0,0,0,0,0,0,0,1
36,7596,1,10,10,9,2,2,2,2,1,9,0,2,2,3,2,3,3,0,13.0,690.5454545454545,2.5,0,1.0,0.8181818181818182,0.05555555555555555,0,1,0,0,0,1,0,0,0,0,1
30,2285,9,3,1,0,0,4,4,3,2,0,0,3,3,4,3,3,4,1,23.0,571.25,3.25,1,1.0,0.0,0.75,0,0,1,0,0,0,0,0,0,0,0
37,3034,1,18,18,7,1,2,14,3,1,12,17,4,3,1,3,2,3,0,12.0,159.68421052631578,2.5,0,1.3846153846153846,0.3684210526315789,0.05263157894736842,1,0,1,0,0,0,1,0,1,0,0
40,5715,7,8,5,4,2,5,2,2,1,1,3,4,3,2,3,3,3,0,12.0,635.0,3.0,0,2.5,0.6666666666666666,0.3181818181818182,1,0,0,0,0,1,0,0,0,1,0
42,2576,3,8,5,2,1,5,1,4,1,1,2,2,3,1,2,3,3,0,16.0,286.22222222222223,2.0,0,2.5,0.3333333333333333,0.125,1,0,1,0,0,0,1,0,1,0,0
37,4197,2,18,1,0,0,2,10,4,1,0,1,3,3,2,4,2,3,1,12.0,220.89473684210526,2.75,1,1.0,0.0,0.10526315789473684,0,0,1,0,1,0,0,0,1,0,0
43,14336,1,25,25,10,1,3,12,3,1,3,9,1,2,2,3,3,3,0,11.0,551.3846153846154,2.25,0,6.25,0.38461538461538464,0.04,1,0,1,0,1,0,0,0,1,0,0
40,3448,6,20,1,0,1,3,2,3,1,0,0,2,2,3,2,3,4,0,22.0,164.1904761904762,2.5,0,1.0,0.0,0.2727272727272727,0,1,1,0,0,0,1,0,0,0,1
54,19406,4,24,4,2,1,4,5,2,1,1,2,1,3,1,3,2,3,0,11.0,776.24,1.75,0,2.0,0.4,0.1111111111111111,0,1,1,0,1,0,0,0,0,0,1
34,6538,9,6,3,2,1,3,4,4,0,1,2,3,3,3,1,3,3,0,15.0,934.0,2.5,0,1.5,0.5,0.5625,0,1,0,0,0,1,0,0,0,1,0
31,4306,1,13,13,10,1,5,7,2,1,3,12,2,3,1,2,1,3,0,12.0,307.57142857142856,1.5,0,3.25,0.7142857142857143,0.07692307692307693,0,1,1,0,1,0,0,0,0,0,1
43,2258,7,8,3,2,1,1,21,3,2,1,2,4,3,4,1,3,4,0,20.0,250.88888888888889,3.0,0,1.5,0.5,0.28,0,1,1,0,0,0,1,0,0,0,1
43,4522,4,8,5,2,0,3,8,4,1,0,2,3,3,3,4,3,3,1,14.0,502.44444444444446,3.25,1,5.0,0.3333333333333333,0.16,1,0,1,0,1,0,0,0,0,0,0
25,4487,1,5,5,4,0,3,4,2,1,1,3,2,2,4,2,3,3,1,11.0,747.8333333333334,2.75,1,2.5,0.6666666666666666,0.14285714285714285,0,0,0,0,0,1,0,0,1,0,0
37,4449,3,15,13,11,2,2,25,5,0,10,7,2,3,3,1,3,3,1,15.0,278.0625,2.25,1,1.1818181818181819,0.7857142857142857,0.15789473684210525,0,1,1,0,0,0,0,0,0,0,1
31,2218,1,4,4,2,1,3,1,2,1,3,2,4,2,1,3,3,3,0,12.0,443.6,2.75,0,1.0,0.4,0.07692307692307693,0,1,1,0,0,0,1,0,1,0,0
39,19197,1,21,21,8,1,3,1,1,2,1,6,2,3,3,3,3,3,1,14.0,872.5909090909091,2.75,0,10.5,0.36363636363636365,0.047619047619047616,1,0,1,0,1,0,0,0,1,0,0
56,13212,9,36,7,7,3,0,6,3,2,7,7,3,4,1,4,2,3,0,11.0,357.0810810810811,2.5,0,0.875,0.875,0.23684210526315788,0,1,0,0,0,1,0,0,1,0,0
30,6577,0,6,5,4,0,6,12,3,1,4,4,2,3,3,2,3,3,0,11.0,939.5714285714286,2.5,0,1.0,0.6666666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0
41,8392,1,10,10,7,1,2,1,3,1,0,7,2,4,1,3,3,3,0,16.0,762.9090909090909,2.25,0,10.0,0.6363636363636364,0.043478260869565216,0,1,0,0,0,1,0,0,0,1,0
28,4558,1,10,10,0,1,2,17,2,1,1,8,3,3,1,4,3,3,0,12.0,414.3636363636364,2.75,0,5.0,0.0,0.1,1,0,1,0,0,0,1,0,0,0,1
25,4031,5,6,2,2,1,5,3,3,1,0,2,1,3,1,3,3,3,0,13.0,575.8571428571429,2.0,0,2.0,0.6666666666666666,0.7142857142857143,0,1,1,0,0,0,1,0,0,0,1
52,7969,2,28,5,4,0,4,3,3,1,0,4,4,2,3,3,3,3,1,14.0,274.7931034482759,3.25,0,5.0,0.6666666666666666,0.058823529411764705,0,1,1,0,1,0,0,0,0,0,1
45,2654,3,8,2,2,2,3,10,2,1,0,2,1,3,4,4,2,4,0,21.0,294.8888888888889,2.75,0,2.0,0.6666666666666666,0.1111111111111111,0,1,1,0,0,0,0,0,1,0,0
52,16555,2,31,5,2,0,2,4,2,1,1,4,4,3,4,4,1,3,0,13.0,517.34375,3.25,0,2.5,0.3333333333333333,0.058823529411764705,0,1,1,0,1,0,0,0,1,0,0
42,4556,2,19,5,4,1,3,29,2,2,0,2,1,3,3,2,3,3,0,11.0,227.8,2.25,0,5.0,0.6666666666666666,0.08333333333333333,1,0,1,0,0,0,0,0,1,0,0
30,6091,2,11,5,4,0,2,2,3,1,0,2,3,1,4,3,3,4,0,20.0,507.5833333333333,3.25,0,5.0,0.6666666666666666,0.16666666666666666,0,0,1,0,1,0,0,0,1,0,0
60,19566,5,33,29,8,0,5,7,3,1,11,10,1,3,1,4,1,3,0,11.0,575.4705882352941,1.75,0,2.4166666666666665,0.26666666666666666,0.11904761904761904,0,1,1,0,1,0,0,0,1,0,0
46,4810,2,19,10,7,1,5,18,3,1,0,8,3,3,3,3,2,3,0,14.0,240.5,2.75,0,10.0,0.6363636363636364,0.07142857142857142,1,0,1,0,1,0,0,0,0,0,1
42,4523,0,7,6,5,3,4,28,4,2,0,4,4,2,4,4,4,3,0,11.0,565.375,4.0,0,6.0,0.7142857142857143,0.0,0,1,1,0,1,0,0,0,0,0,0
24,3202,1,6,5,3,0,4,1,1,1,1,4,1,3,2,2,3,3,1,16.0,457.42857142857144,2.0,1,2.5,0.5,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0
34,2351,0,3,2,2,1,3,6,2,2,1,0,4,1,3,4,2,3,0,16.0,587.75,3.25,0,1.0,0.6666666666666666,0.0,1,0,0,0,0,0,0,1,0,1,0
38,1702,1,1,1,0,1,3,2,2,2,0,0,4,3,4,3,3,4,1,23.0,851.0,3.5,1,1.0,0.0,0.05,0,1,1,0,0,0,1,0,1,0,0
40,18041,0,21,20,15,0,2,2,4,1,1,12,3,3,3,4,3,3,0,14.0,820.0454545454545,3.25,0,10.0,0.7142857142857143,0.0,0,1,0,0,1,0,0,0,1,0,0
26,2886,1,3,3,2,2,3,23,3,1,0,2,1,3,4,2,1,4,0,22.0,721.5,2.0,0,3.0,0.5,0.125,1,0,1,0,0,0,0,0,1,0,0
30,2097,4,9,5,3,1,3,3,3,0,1,4,3,3,4,3,1,3,0,15.0,209.7,2.75,0,2.5,0.5,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0
29,11935,1,10,10,2,0,2,3,4,1,0,7,2,2,3,3,3,3,0,18.0,1085.0,2.75,0,10.0,0.18181818181818182,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,1
29,2546,5,6,2,2,0,2,25,5,1,1,1,3,2,2,2,4,3,0,16.0,363.7142857142857,2.75,0,1.0,0.6666666666666666,0.45454545454545453,0,1,1,0,0,0,0,0,0,0,0
19,2564,1,1,1,0,0,3,2,2,1,0,0,1,2,4,3,4,3,0,12.0,1282.0,3.0,0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0
30,8412,0,10,9,8,0,3,22,4,0,7,8,3,3,1,3,3,3,0,11.0,764.7272727272727,2.5,0,1.125,0.8,0.0,0,1,0,0,0,1,0,0,0,0,0
57,14118,3,32,1,0,1,3,29,3,1,0,0,1,2,4,3,2,3,0,12.0,427.8181818181818,2.5,0,1.0,0.0,0.07692307692307693,1,0,0,0,1,0,0,0,0,1,0
50,17046,0,28,27,10,1,2,29,4,1,15,7,2,2,3,2,3,3,0,15.0,587.7931034482758,2.5,0,1.6875,0.35714285714285715,0.0,0,1,1,0,1,0,0,0,1,0,0
30,2564,0,12,11,7,0,2,2,3,0,6,7,3,3,4,3,2,3,0,14.0,197.23076923076923,3.0,0,1.5714285714285714,0.5833333333333334,0.0,0,0,1,0,0,0,1,0,0,0,1
60,10266,4,22,18,13,0,5,28,3,2,13,11,3,2,1,4,4,3,0,19.0,446.3478260869565,3.0,0,1.2857142857142858,0.6842105263157895,0.09523809523809523,0,1,0,0,0,1,0,0,0,1,0
47,5070,5,20,5,0,3,2,2,2,1,0,4,1,3,4,3,3,3,0,13.0,241.42857142857142,2.75,0,5.0,0.0,0.1724137931034483,1,0,1,0,1,0,0,0,0,0,1
46,17861,6,26,3,2,0,2,2,3,1,0,1,1,3,3,3,1,3,0,13.0,661.5185185185185,2.0,0,3.0,0.5,0.21428571428571427,0,1,1,0,1,0,0,0,1,0,0
35,4230,0,6,5,4,0,2,22,3,1,4,3,4,1,3,3,3,3,0,15.0,604.2857142857143,3.25,0,1.0,0.6666666666666666,0.0,0,0,1,0,0,0,1,0,1,0,0
54,3780,7,19,1,0,0,3,8,4,1,0,0,3,3,3,3,3,3,0,11.0,189.0,3.0,0,1.0,0.0,0.19444444444444445,0,0,1,0,0,0,1,0,1,0,0
34,2768,3,14,7,3,1,3,2,4,1,5,7,4,2,3,3,3,3,0,12.0,184.53333333333333,3.25,0,1.1666666666666667,0.375,0.1875,1,0,1,0,0,0,0,0,1,0,0
46,9071,2,15,3,2,1,3,10,3,1,1,2,3,2,4,3,3,3,1,19.0,566.9375,3.25,0,1.5,0.5,0.07142857142857142,0,1,0,0,0,1,0,0,0,1,0
31,10648,1,13,13,8,1,6,9,1,1,0,8,3,3,2,4,4,4,0,25.0,760.5714285714286,3.25,0,13.0,0.5714285714285714,0.07692307692307693,1,0,1,0,1,0,0,0,1,0,0
33,13610,7,15,7,6,0,2,15,1,1,7,7,2,3,3,4,4,3,1,12.0,850.625,3.25,0,0.875,0.75,0.4666666666666667,0,1,1,0,1,0,0,0,0,0,1
33,3408,7,8,4,3,3,2,10,1,1,1,3,1,1,4,1,3,3,0,13.0,378.6666666666667,2.25,0,2.0,0.6,0.4666666666666667,1,0,1,0,0,0,1,0,0,0,1
30,2983,0,4,3,2,0,3,7,1,1,1,2,4,3,2,1,3,3,0,14.0,596.6,2.5,0,1.5,0.5,0.0,0,0,0,0,0,0,0,1,0,1,0
35,7632,4,10,8,7,0,2,16,3,1,0,0,4,3,3,3,3,3,1,12.0,693.8181818181819,3.25,0,8.0,0.7777777777777778,0.23529411764705882,0,1,1,0,1,0,0,0,1,0,0
31,9824,3,12,1,0,0,2,20,3,2,0,0,1,3,3,1,3,3,0,12.0,755.6923076923077,2.0,0,1.0,0.0,0.23076923076923078,0,1,1,0,1,0,0,0,1,0,0
34,9950,9,11,3,2,3,2,23,3,2,0,2,2,3,1,3,3,3,1,15.0,829.1666666666666,2.25,0,3.0,0.5,0.5625,1,0,0,1,1,0,0,0,0,0,0
42,2093,4,8,2,2,1,4,5,2,2,2,0,2,3,3,4,3,3,0,17.0,232.55555555555554,3.0,0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0,1,1,0,0,0,1,0,0,0,0
36,9980,1,10,10,3,0,3,10,4,0,9,7,2,3,4,4,2,3,0,14.0,907.2727272727273,3.0,0,1.0,0.2727272727272727,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,1
22,3894,5,4,2,2,0,3,4,1,2,1,2,3,2,3,3,3,3,0,16.0,778.8,3.0,0,1.0,0.6666666666666666,1.25,0,0,1,0,0,0,1,0,0,0,0
48,4051,2,14,9,7,1,2,2,5,1,6,7,2,3,4,1,3,3,0,14.0,270.06666666666666,2.5,0,1.2857142857142858,0.7,0.06666666666666667,0,1,0,0,0,1,0,0,0,1,0
55,16835,3,37,10,9,0,2,18,5,1,7,7,1,3,2,4,3,4,0,23.0,443.0263157894737,2.5,0,1.25,0.8181818181818182,0.08108108108108109,0,0,0,0,1,0,0,0,1,0,0
41,6230,7,16,14,3,0,3,10,2,0,1,10,4,3,4,4,3,3,0,14.0,366.47058823529414,3.75,0,7.0,0.2,0.30434782608695654,0,0,0,0,0,1,0,0,1,0,0
35,4717,9,15,11,9,0,2,1,3,1,6,9,2,3,3,3,3,3,0,11.0,294.8125,2.75,0,1.5714285714285714,0.75,0.5294117647058824,0,1,0,0,0,1,0,0,0,1,0
40,13237,7,22,20,6,0,3,6,3,1,5,13,2,3,3,3,3,3,0,15.0,575.5217391304348,2.75,0,3.3333333333333335,0.2857142857142857,0.3181818181818182,0,0,1,0,1,0,0,0,1,0,0
39,3755,1,8,8,3,1,3,8,1,2,0,7,3,3,3,1,3,3,0,11.0,417.22222222222223,2.5,0,8.0,0.3333333333333333,0.047619047619047616,0,1,1,0,0,0,1,0,1,0,0
31,6582,4,10,6,5,0,2,2,1,1,0,5,2,3,4,3,4,3,1,13.0,598.3636363636364,3.25,0,6.0,0.7142857142857143,0.3076923076923077,0,0,0,0,0,1,0,0,1,0,0
42,7406,1,10,10,9,1,5,24,3,1,5,8,4,3,1,4,2,4,1,21.0,673.2727272727273,2.75,0,1.6666666666666667,0.8181818181818182,0.041666666666666664,0,1,1,0,1,0,0,0,0,0,1
45,4805,0,9,8,7,1,3,2,3,1,3,7,4,3,2,2,4,3,0,19.0,480.5,3.0,0,2.0,0.7777777777777778,0.0,0,1,0,0,0,1,0,0,0,0,0
26,2741,0,8,7,7,1,2,17,4,2,1,0,2,3,3,2,2,3,1,11.0,304.55555555555554,2.25,1,3.5,0.875,0.0,1,0,0,1,1,0,0,0,1,0,0
29,4262,4,8,3,2,2,2,19,3,1,1,2,4,3,4,2,4,3,0,12.0,473.55555555555554,3.5,0,1.5,0.5,0.36363636363636365,1,0,1,0,1,0,0,0,0,0,0
33,16184,4,10,6,1,1,2,1,5,1,0,5,1,4,3,3,3,3,0,19.0,1471.2727272727273,2.5,0,6.0,0.14285714285714285,0.26666666666666666,1,0,1,0,1,0,0,0,0,0,1
31,11557,9,10,5,4,1,3,7,3,1,0,1,3,2,4,3,2,4,0,21.0,1050.6363636363637,3.0,0,5.0,0.6666666666666666,0.6923076923076923,1,0,0,0,1,0,0,0,1,0,0
18,1878,1,0,0,0,0,3,5,3,2,0,0,2,3,2,4,3,3,1,14.0,1878.0,2.75,1,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0
40,10932,3,20,1,0,1,2,28,3,0,0,1,3,1,1,3,3,3,0,15.0,520.5714285714286,2.5,0,1.0,0.0,0.13636363636363635,1,0,0,0,0,1,0,0,0,0,0
41,6811,2,10,8,7,0,3,2,4,0,0,7,1,2,3,1,3,3,1,17.0,619.1818181818181,2.0,0,8.0,0.7777777777777778,0.08695652173913043,0,0,1,0,1,0,0,0,0,0,0
26,4306,5,8,0,0,2,5,29,2,1,0,0,1,3,3,1,3,3,0,12.0,478.44444444444446,2.0,0,0.0,0.0,0.625,1,0,0,0,0,1,0,0,0,0,1
35,4859,1,5,5,4,0,3,1,3,1,0,3,1,3,3,4,3,3,0,16.0,809.8333333333334,2.75,0,5.0,0.6666666666666666,0.058823529411764705,0,0,0,0,0,1,0,0,0,0,1
34,5337,1,10,10,7,0,3,21,4,1,5,7,4,4,4,4,3,3,0,12.0,485.1818181818182,3.75,0,1.6666666666666667,0.6363636363636364,0.0625,0,0,0,0,0,1,0,0,1,0,0
26,2340,1,1,1,0,0,3,24,3,1,0,0,3,1,4,2,1,3,1,18.0,1170.0,2.5,1,1.0,0.0,0.125,0,0,1,0,0,0,1,0,0,0,0
37,7491,4,12,6,5,0,3,1,3,1,1,2,2,3,4,4,4,3,0,17.0,576.2307692307693,3.5,0,3.0,0.7142857142857143,0.21052631578947367,0,0,1,0,1,0,0,0,0,0,0
46,10527,5,28,2,2,0,3,18,1,2,1,2,1,3,3,4,2,3,0,11.0,363.0,2.5,0,1.0,0.6666666666666666,0.17857142857142858,0,1,1,0,1,0,0,0,0,0,1
41,16595,7,22,18,16,1,2,2,5,1,11,8,2,3,1,2,3,3,0,16.0,721.5217391304348,2.0,0,1.5,0.8421052631578947,0.30434782608695654,0,1,0,0,1,0,0,0,1,0,0
37,8834,1,9,9,5,1,6,9,4,0,7,7,1,3,2,4,3,3,0,13.0,883.4,2.5,0,1.125,0.5,0.05263157894736842,1,0,0,0,0,1,0,0,0,0,1
52,5577,3,18,10,9,2,3,6,2,1,6,9,4,3,1,2,3,3,1,12.0,293.5263157894737,2.5,0,1.4285714285714286,0.8181818181818182,0.08823529411764706,1,0,1,0,0,0,0,0,0,0,0
32,4707,8,6,4,2,0,2,11,4,0,1,2,4,4,3,4,3,3,0,12.0,672.4285714285714,3.5,0,2.0,0.4,0.5714285714285714,0,1,0,0,0,1,0,0,0,0,0
24,2400,0,3,2,2,2,3,24,3,2,2,1,4,3,4,3,3,3,0,13.0,600.0,3.5,0,0.6666666666666666,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,0,0,1
38,9824,3,18,1,0,1,4,10,3,1,0,0,3,3,3,3,3,3,0,19.0,517.0526315789474,3.0,0,1.0,0.0,0.15,0,1,1,0,1,0,0,0,0,0,1
37,6447,6,8,6,5,1,2,1,4,1,4,3,2,3,2,2,2,3,0,12.0,716.3333333333334,2.0,0,1.2,0.7142857142857143,0.3157894736842105,0,1,1,0,1,0,0,0,1,0,0
49,19502,1,31,31,9,1,5,18,4,1,0,9,4,2,3,3,3,3,1,17.0,609.4375,3.25,0,31.0,0.28125,0.03225806451612903,1,0,1,0,1,0,0,0,1,0,0
24,2725,1,6,6,5,2,3,23,3,1,1,4,2,4,4,2,3,3,1,11.0,389.2857142857143,2.75,1,3.0,0.7142857142857143,0.16666666666666666,0,1,1,0,0,0,0,0,0,0,1
26,6272,1,6,5,3,2,5,28,2,1,1,4,1,3,2,4,4,4,0,20.0,896.0,2.75,0,2.5,0.5,0.125,0,1,0,0,0,1,0,0,0,1,0
24,2127,1,1,1,0,1,2,17,2,1,0,0,4,2,2,4,3,4,0,21.0,1063.5,3.25,0,1.0,0.0,0.16666666666666666,0,1,1,0,0,0,1,0,0,0,0
50,18200,1,32,32,5,1,2,3,3,2,10,7,1,3,2,3,3,3,0,11.0,551.5151515151515,2.25,0,2.909090909090909,0.15151515151515152,0.03125,0,1,0,1,1,0,0,0,0,0,1
25,2096,1,7,7,4,0,1,13,1,1,0,6,2,3,3,3,3,3,0,11.0,262.0,2.75,0,7.0,0.5,0.14285714285714285,0,1,0,0,0,0,0,1,0,0,1
24,2886,1,6,6,3,1,4,7,3,2,1,2,1,3,3,4,3,3,1,16.0,412.2857142857143,2.75,1,3.0,0.42857142857142855,0.16666666666666666,0,1,1,0,0,0,1,0,1,0,0
30,2033,1,1,1,0,1,2,12,4,2,0,0,2,2,1,3,4,3,0,18.0,1016.5,2.5,0,1.0,0.0,0.08333333333333333,0,1,0,0,0,0,0,1,1,0,0
34,3622,1,6,6,5,1,3,1,2,1,1,3,2,2,4,4,3,3,1,13.0,517.4285714285714,3.25,1,3.0,0.7142857142857143,0.0625,0,1,1,0,0,0,0,0,1,0,0
31,4233,2,9,3,1,0,2,13,4,1,1,2,2,3,1,3,1,3,0,17.0,423.3,1.75,0,1.5,0.25,0.15384615384615385,1,0,0,0,0,1,0,0,0,0,1
35,3681,4,9,3,2,0,3,25,2,1,0,2,1,2,4,4,3,3,0,14.0,368.1,3.0,0,3.0,0.5,0.23529411764705882,0,0,1,0,0,0,1,0,0,0,0
31,5460,4,13,7,7,2,4,6,4,1,5,7,1,4,4,4,4,4,0,22.0,390.0,3.25,0,1.1666666666666667,0.875,0.3076923076923077,1,0,0,0,0,1,0,0,0,0,1
27,2187,0,6,5,3,2,5,6,4,1,0,3,1,2,3,3,2,3,0,12.0,312.42857142857144,2.25,0,5.0,0.5,0.0,1,0,1,0,0,0,0,0,0,0,1
37,9602,4,17,3,0,1,3,2,3,1,1,0,4,3,3,3,2,3,1,11.0,533.4444444444445,3.0,0,1.5,0.0,0.21052631578947367,0,1,0,0,0,1,0,0,0,1,0
20,2836,1,1,1,0,0,0,1,3,1,0,0,4,2,2,4,4,3,0,13.0,1418.0,3.5,0,1.0,0.0,0.5,0,0,1,0,0,0,0,0,1,0,0
42,4089,1,10,10,2,2,4,2,4,1,2,2,3,3,4,2,3,3,0,13.0,371.72727272727275,3.0,0,3.3333333333333335,0.18181818181818182,0.041666666666666664,0,1,1,0,1,0,0,0,1,0,0
43,16627,4,21,1,0,1,3,6,4,1,0,0,2,2,4,3,2,3,1,14.0,755.7727272727273,2.75,0,1.0,0.0,0.16,1,0,1,0,1,0,0,0,0,0,0
38,2619,3,8,0,0,0,3,1,1,1,0,0,3,3,1,4,2,3,0,17.0,291.0,2.5,0,0.0,0.0,0.15,0,0,1,0,0,0,0,0,1,0,0
43,5679,3,10,8,7,1,3,9,5,2,4,7,4,3,3,2,3,3,1,13.0,516.2727272727273,3.0,0,1.6,0.7777777777777778,0.12,1,0,1,0,0,0,1,0,0,0,1
48,15402,7,21,3,2,1,3,1,4,1,0,2,4,2,1,1,1,3,0,11.0,700.0909090909091,1.75,0,3.0,0.5,0.23333333333333334,0,1,1,0,1,0,0,0,1,0,0
44,5985,4,10,2,2,0,1,1,4,1,0,2,1,2,3,2,4,3,0,11.0,544.0909090909091,2.5,0,2.0,0.6666666666666666,0.15384615384615385,0,0,0,1,1,0,0,0,1,0,0
